id,code,service,usedInTrip,brand,model,productionYear,floorHeight,passengersDoors
145826,1077,012-01,3090258,Pesa  Bydgoszcz  S.A.,128NG,2020,Pojazd niskopodłogowy,12
145826,1077,012-01,3090258,Pesa  Bydgoszcz  S.A.,128NG,2020,Pojazd niskopodłogowy,12
145754,1064,012-04,3092148,Pesa  Bydgoszcz  S.A.,128NG,2020,Pojazd niskopodłogowy,12
145832,1083,012-05,3089431,Pesa  Bydgoszcz  S.A.,128NG,2020,Pojazd niskopodłogowy,12
145754,1064,012-04,3092148,Pesa  Bydgoszcz  S.A.,128NG,2020,Pojazd niskopodłogowy,12
145832,1083,012-05,3089431,Pesa  Bydgoszcz  S.A.,128NG,2020,Pojazd niskopodłogowy,12
145760,1070,012-02,3095000,Pesa  Bydgoszcz  S.A.,128NG,2020,Pojazd niskopodłogowy,12
145753,1063,012-06,3096363,Pesa  Bydgoszcz  S.A.,128NG,2020,Pojazd niskopodłogowy,12
145820,1071,012-03,3091596,Pesa  Bydgoszcz  S.A.,128NG,2020,Pojazd niskopodłogowy,12
145833,1084,012-07,3093755,Pesa  Bydgoszcz  S.A.,128NG,2020,Pojazd niskopodłogowy,12
145754,1064,012-04,3092149,Pesa  Bydgoszcz  S.A.,128NG,2020,Pojazd niskopodłogowy,12
145831,1082,012-08,3092466,Pesa  Bydgoszcz  S.A.,128NG,2020,Pojazd niskopodłogowy,12
145832,1083,012-05,3089432,Pesa  Bydgoszcz  S.A.,128NG,2020,Pojazd niskopodłogowy,12
145826,1077,012-01,3090259,Pesa  Bydgoszcz  S.A.,128NG,2020,Pojazd niskopodłogowy,12
145753,1063,012-06,3096364,Pesa  Bydgoszcz  S.A.,128NG,2020,Pojazd niskopodłogowy,12
145760,1070,012-02,3095001,Pesa  Bydgoszcz  S.A.,128NG,2020,Pojazd niskopodłogowy,12
145833,1084,012-07,3093756,Pesa  Bydgoszcz  S.A.,128NG,2020,Pojazd niskopodłogowy,12
145820,1071,012-03,3091597,Pesa  Bydgoszcz  S.A.,128NG,2020,Pojazd niskopodłogowy,12
145831,1082,012-08,3092467,Pesa  Bydgoszcz  S.A.,128NG,2020,Pojazd niskopodłogowy,12
145754,1064,012-04,3092150,Pesa  Bydgoszcz  S.A.,128NG,2020,Pojazd niskopodłogowy,12
145826,1077,012-01,3090260,Pesa  Bydgoszcz  S.A.,128NG,2020,Pojazd niskopodłogowy,12
145832,1083,012-05,3089433,Pesa  Bydgoszcz  S.A.,128NG,2020,Pojazd niskopodłogowy,12
145760,1070,012-02,3095002,Pesa  Bydgoszcz  S.A.,128NG,2020,Pojazd niskopodłogowy,12
145753,1063,012-06,3096365,Pesa  Bydgoszcz  S.A.,128NG,2020,Pojazd niskopodłogowy,12
145820,1071,012-03,3091598,Pesa  Bydgoszcz  S.A.,128NG,2020,Pojazd niskopodłogowy,12
145833,1084,012-07,3093757,Pesa  Bydgoszcz  S.A.,128NG,2020,Pojazd niskopodłogowy,12
145754,1064,012-04,3092151,Pesa  Bydgoszcz  S.A.,128NG,2020,Pojazd niskopodłogowy,12
145831,1082,012-08,3092468,Pesa  Bydgoszcz  S.A.,128NG,2020,Pojazd niskopodłogowy,12
145832,1083,012-05,3089434,Pesa  Bydgoszcz  S.A.,128NG,2020,Pojazd niskopodłogowy,12
145826,1077,012-01,3090261,Pesa  Bydgoszcz  S.A.,128NG,2020,Pojazd niskopodłogowy,12
145753,1063,012-06,3096366,Pesa  Bydgoszcz  S.A.,128NG,2020,Pojazd niskopodłogowy,12
145760,1070,012-02,3095003,Pesa  Bydgoszcz  S.A.,128NG,2020,Pojazd niskopodłogowy,12
145833,1084,012-07,3093758,Pesa  Bydgoszcz  S.A.,128NG,2020,Pojazd niskopodłogowy,12
145820,1071,012-03,3091599,Pesa  Bydgoszcz  S.A.,128NG,2020,Pojazd niskopodłogowy,12
145831,1082,012-08,3092469,Pesa  Bydgoszcz  S.A.,128NG,2020,Pojazd niskopodłogowy,12
145754,1064,012-04,3092152,Pesa  Bydgoszcz  S.A.,128NG,2020,Pojazd niskopodłogowy,12
145826,1077,012-01,3090262,Pesa  Bydgoszcz  S.A.,128NG,2020,Pojazd niskopodłogowy,12
145753,1063,012-06,3096367,Pesa  Bydgoszcz  S.A.,128NG,2020,Pojazd niskopodłogowy,12
145760,1070,012-02,3095004,Pesa  Bydgoszcz  S.A.,128NG,2020,Pojazd niskopodłogowy,12
145833,1084,012-07,3093759,Pesa  Bydgoszcz  S.A.,128NG,2020,Pojazd niskopodłogowy,12
145754,1064,012-04,3092153,Pesa  Bydgoszcz  S.A.,128NG,2020,Pojazd niskopodłogowy,12
145831,1082,012-08,3092470,Pesa  Bydgoszcz  S.A.,128NG,2020,Pojazd niskopodłogowy,12
145760,1070,012-02,3095005,Pesa  Bydgoszcz  S.A.,128NG,2020,Pojazd niskopodłogowy,12
145754,1064,012-01,3108336,Pesa  Bydgoszcz  S.A.,128NG,2020,Pojazd niskopodłogowy,12
145753,1063,012-06,3100407,Pesa  Bydgoszcz  S.A.,128NG,2020,Pojazd niskopodłogowy,12
145746,1061,012-04,3108689,Pesa  Bydgoszcz  S.A.,128NG,2020,Pojazd niskopodłogowy,12
145759,1069,012-07,3100421,Pesa  Bydgoszcz  S.A.,128NG,2020,Pojazd niskopodłogowy,12
145830,1081,012-05,3108997,Pesa  Bydgoszcz  S.A.,128NG,2020,Pojazd niskopodłogowy,12
145754,1064,012-01,3108704,Pesa  Bydgoszcz  S.A.,128NG,2020,Pojazd niskopodłogowy,12
145753,1063,012-06,3110189,Pesa  Bydgoszcz  S.A.,128NG,2020,Pojazd niskopodłogowy,12
145746,1061,012-04,3108757,Pesa  Bydgoszcz  S.A.,128NG,2020,Pojazd niskopodłogowy,12
145759,1069,012-07,3110757,Pesa  Bydgoszcz  S.A.,128NG,2020,Pojazd niskopodłogowy,12
145830,1081,012-05,3108998,Pesa  Bydgoszcz  S.A.,128NG,2020,Pojazd niskopodłogowy,12
145754,1064,012-01,3109797,Pesa  Bydgoszcz  S.A.,128NG,2020,Pojazd niskopodłogowy,12
145753,1063,012-06,3110190,Pesa  Bydgoszcz  S.A.,128NG,2020,Pojazd niskopodłogowy,12
145746,1061,012-04,3111582,Pesa  Bydgoszcz  S.A.,128NG,2020,Pojazd niskopodłogowy,12
145759,1069,012-07,3110758,Pesa  Bydgoszcz  S.A.,128NG,2020,Pojazd niskopodłogowy,12
145830,1081,012-05,3108999,Pesa  Bydgoszcz  S.A.,128NG,2020,Pojazd niskopodłogowy,12
145754,1064,012-01,3109798,Pesa  Bydgoszcz  S.A.,128NG,2020,Pojazd niskopodłogowy,12
145753,1063,012-06,3112699,Pesa  Bydgoszcz  S.A.,128NG,2020,Pojazd niskopodłogowy,12
145828,1079,012-03,3100436,Pesa  Bydgoszcz  S.A.,128NG,2020,Pojazd niskopodłogowy,12
145759,1069,012-07,3112960,Pesa  Bydgoszcz  S.A.,128NG,2020,Pojazd niskopodłogowy,12
145746,1061,012-04,3111583,Pesa  Bydgoszcz  S.A.,128NG,2020,Pojazd niskopodłogowy,12
145754,1064,012-01,3109799,Pesa  Bydgoszcz  S.A.,128NG,2020,Pojazd niskopodłogowy,12
145830,1081,012-05,3109000,Pesa  Bydgoszcz  S.A.,128NG,2020,Pojazd niskopodłogowy,12
145753,1063,012-06,3112700,Pesa  Bydgoszcz  S.A.,128NG,2020,Pojazd niskopodłogowy,12
145828,1079,012-03,3113655,Pesa  Bydgoszcz  S.A.,128NG,2020,Pojazd niskopodłogowy,12
145759,1069,012-07,3112961,Pesa  Bydgoszcz  S.A.,128NG,2020,Pojazd niskopodłogowy,12
145746,1061,012-04,3111584,Pesa  Bydgoszcz  S.A.,128NG,2020,Pojazd niskopodłogowy,12
145830,1081,012-05,3109001,Pesa  Bydgoszcz  S.A.,128NG,2020,Pojazd niskopodłogowy,12
145741,1056,012-08,3108879,Pesa  Bydgoszcz  S.A.,128NG,2019,Pojazd niskopodłogowy,12
145754,1064,012-01,3109800,Pesa  Bydgoszcz  S.A.,128NG,2020,Pojazd niskopodłogowy,12
145753,1063,012-06,3112701,Pesa  Bydgoszcz  S.A.,128NG,2020,Pojazd niskopodłogowy,12
145759,1069,012-07,3112962,Pesa  Bydgoszcz  S.A.,128NG,2020,Pojazd niskopodłogowy,12
141537,1052,012-02,3100460,Pesa  Bydgoszcz  S.A.,128NG,2014,Pojazd niskopodłogowy,12
145828,1079,012-03,3114457,Pesa  Bydgoszcz  S.A.,128NG,2020,Pojazd niskopodłogowy,12
145741,1056,012-08,3114501,Pesa  Bydgoszcz  S.A.,128NG,2019,Pojazd niskopodłogowy,12
145746,1061,012-04,3111585,Pesa  Bydgoszcz  S.A.,128NG,2020,Pojazd niskopodłogowy,12
145754,1064,012-01,3109801,Pesa  Bydgoszcz  S.A.,128NG,2020,Pojazd niskopodłogowy,12
145830,1081,012-05,3109002,Pesa  Bydgoszcz  S.A.,128NG,2020,Pojazd niskopodłogowy,12
141537,1052,012-02,3115177,Pesa  Bydgoszcz  S.A.,128NG,2014,Pojazd niskopodłogowy,12
145753,1063,012-06,3112702,Pesa  Bydgoszcz  S.A.,128NG,2020,Pojazd niskopodłogowy,12
145828,1079,012-03,3114458,Pesa  Bydgoszcz  S.A.,128NG,2020,Pojazd niskopodłogowy,12
145759,1069,012-07,3112963,Pesa  Bydgoszcz  S.A.,128NG,2020,Pojazd niskopodłogowy,12
145746,1061,012-04,3111586,Pesa  Bydgoszcz  S.A.,128NG,2020,Pojazd niskopodłogowy,12
145741,1056,012-08,3114502,Pesa  Bydgoszcz  S.A.,128NG,2019,Pojazd niskopodłogowy,12
145830,1081,012-05,3109003,Pesa  Bydgoszcz  S.A.,128NG,2020,Pojazd niskopodłogowy,12
145754,1064,012-01,3115350,Pesa  Bydgoszcz  S.A.,128NG,2020,Pojazd niskopodłogowy,12
145746,1061,012-04,3116197,Pesa  Bydgoszcz  S.A.,128NG,2020,Pojazd niskopodłogowy,12
145753,1063,012-06,3112703,Pesa  Bydgoszcz  S.A.,128NG,2020,Pojazd niskopodłogowy,12
141537,1052,012-02,3115178,Pesa  Bydgoszcz  S.A.,128NG,2014,Pojazd niskopodłogowy,12
145759,1069,012-07,3112964,Pesa  Bydgoszcz  S.A.,128NG,2020,Pojazd niskopodłogowy,12
145828,1079,012-03,3114459,Pesa  Bydgoszcz  S.A.,128NG,2020,Pojazd niskopodłogowy,12
145741,1056,012-08,3114503,Pesa  Bydgoszcz  S.A.,128NG,2019,Pojazd niskopodłogowy,12
145746,1061,012-04,3116150,Pesa  Bydgoszcz  S.A.,128NG,2020,Pojazd niskopodłogowy,12
145754,1064,012-01,3115351,Pesa  Bydgoszcz  S.A.,128NG,2020,Pojazd niskopodłogowy,12
145830,1081,012-05,3109004,Pesa  Bydgoszcz  S.A.,128NG,2020,Pojazd niskopodłogowy,12
145753,1063,012-06,3112704,Pesa  Bydgoszcz  S.A.,128NG,2020,Pojazd niskopodłogowy,12
145828,1079,012-03,3114460,Pesa  Bydgoszcz  S.A.,128NG,2020,Pojazd niskopodłogowy,12
145759,1069,012-07,3112965,Pesa  Bydgoszcz  S.A.,128NG,2020,Pojazd niskopodłogowy,12
145826,1077,012-02,3116275,Pesa  Bydgoszcz  S.A.,128NG,2020,Pojazd niskopodłogowy,12
145746,1061,012-04,3116192,Pesa  Bydgoszcz  S.A.,128NG,2020,Pojazd niskopodłogowy,12
145741,1056,012-08,3114504,Pesa  Bydgoszcz  S.A.,128NG,2019,Pojazd niskopodłogowy,12
145830,1081,012-05,3109005,Pesa  Bydgoszcz  S.A.,128NG,2020,Pojazd niskopodłogowy,12
145754,1064,012-01,3115352,Pesa  Bydgoszcz  S.A.,128NG,2020,Pojazd niskopodłogowy,12
145753,1063,012-06,3112705,Pesa  Bydgoszcz  S.A.,128NG,2020,Pojazd niskopodłogowy,12
145826,1077,012-02,3116777,Pesa  Bydgoszcz  S.A.,128NG,2020,Pojazd niskopodłogowy,12
145759,1069,012-07,3112966,Pesa  Bydgoszcz  S.A.,128NG,2020,Pojazd niskopodłogowy,12
145828,1079,012-03,3114461,Pesa  Bydgoszcz  S.A.,128NG,2020,Pojazd niskopodłogowy,12
145741,1056,012-08,3114505,Pesa  Bydgoszcz  S.A.,128NG,2019,Pojazd niskopodłogowy,12
145746,1061,012-04,3116193,Pesa  Bydgoszcz  S.A.,128NG,2020,Pojazd niskopodłogowy,12
145754,1064,012-01,3115353,Pesa  Bydgoszcz  S.A.,128NG,2020,Pojazd niskopodłogowy,12
145830,1081,012-05,3109006,Pesa  Bydgoszcz  S.A.,128NG,2020,Pojazd niskopodłogowy,12
145826,1077,012-02,3116778,Pesa  Bydgoszcz  S.A.,128NG,2020,Pojazd niskopodłogowy,12
145753,1063,012-06,3112706,Pesa  Bydgoszcz  S.A.,128NG,2020,Pojazd niskopodłogowy,12
145828,1079,012-03,3114462,Pesa  Bydgoszcz  S.A.,128NG,2020,Pojazd niskopodłogowy,12
145759,1069,012-07,3112967,Pesa  Bydgoszcz  S.A.,128NG,2020,Pojazd niskopodłogowy,12
145746,1061,012-04,3116194,Pesa  Bydgoszcz  S.A.,128NG,2020,Pojazd niskopodłogowy,12
145741,1056,012-08,3114506,Pesa  Bydgoszcz  S.A.,128NG,2019,Pojazd niskopodłogowy,12
145830,1081,012-05,3109007,Pesa  Bydgoszcz  S.A.,128NG,2020,Pojazd niskopodłogowy,12
145754,1064,012-01,3115354,Pesa  Bydgoszcz  S.A.,128NG,2020,Pojazd niskopodłogowy,12
145753,1063,012-06,3112707,Pesa  Bydgoszcz  S.A.,128NG,2020,Pojazd niskopodłogowy,12
145826,1077,012-02,3117107,Pesa  Bydgoszcz  S.A.,128NG,2020,Pojazd niskopodłogowy,12
145759,1069,012-07,3112968,Pesa  Bydgoszcz  S.A.,128NG,2020,Pojazd niskopodłogowy,12
145828,1079,012-03,3114463,Pesa  Bydgoszcz  S.A.,128NG,2020,Pojazd niskopodłogowy,12
145741,1056,012-08,3114507,Pesa  Bydgoszcz  S.A.,128NG,2019,Pojazd niskopodłogowy,12
145746,1061,012-04,3116195,Pesa  Bydgoszcz  S.A.,128NG,2020,Pojazd niskopodłogowy,12
145754,1064,012-01,3115355,Pesa  Bydgoszcz  S.A.,128NG,2020,Pojazd niskopodłogowy,12
145830,1081,012-05,3109008,Pesa  Bydgoszcz  S.A.,128NG,2020,Pojazd niskopodłogowy,12
145826,1077,012-02,3117108,Pesa  Bydgoszcz  S.A.,128NG,2020,Pojazd niskopodłogowy,12
145759,1069,012-07,3112969,Pesa  Bydgoszcz  S.A.,128NG,2020,Pojazd niskopodłogowy,12
145828,1079,012-03,3114464,Pesa  Bydgoszcz  S.A.,128NG,2020,Pojazd niskopodłogowy,12
145741,1056,012-08,3114508,Pesa  Bydgoszcz  S.A.,128NG,2019,Pojazd niskopodłogowy,12
145830,1081,012-05,3109009,Pesa  Bydgoszcz  S.A.,128NG,2020,Pojazd niskopodłogowy,12
145826,1077,012-02,3117109,Pesa  Bydgoszcz  S.A.,128NG,2020,Pojazd niskopodłogowy,12
145828,1079,012-03,3114465,Pesa  Bydgoszcz  S.A.,128NG,2020,Pojazd niskopodłogowy,12
145833,1084,012-01,3118568,Pesa  Bydgoszcz  S.A.,128NG,2020,Pojazd niskopodłogowy,12
145828,1079,012-06,3118612,Pesa  Bydgoszcz  S.A.,128NG,2020,Pojazd niskopodłogowy,12
145830,1081,012-04,3126764,Pesa  Bydgoszcz  S.A.,128NG,2020,Pojazd niskopodłogowy,12
145746,1061,012-07,3118626,Pesa  Bydgoszcz  S.A.,128NG,2020,Pojazd niskopodłogowy,12
145826,1077,012-05,3126965,Pesa  Bydgoszcz  S.A.,128NG,2020,Pojazd niskopodłogowy,12
145833,1084,012-01,3118569,Pesa  Bydgoszcz  S.A.,128NG,2020,Pojazd niskopodłogowy,12
145828,1079,012-06,3128125,Pesa  Bydgoszcz  S.A.,128NG,2020,Pojazd niskopodłogowy,12
145830,1081,012-04,3126765,Pesa  Bydgoszcz  S.A.,128NG,2020,Pojazd niskopodłogowy,12
145746,1061,012-07,3129118,Pesa  Bydgoszcz  S.A.,128NG,2020,Pojazd niskopodłogowy,12
145826,1077,012-05,3126966,Pesa  Bydgoszcz  S.A.,128NG,2020,Pojazd niskopodłogowy,12
145833,1084,012-01,3128047,Pesa  Bydgoszcz  S.A.,128NG,2020,Pojazd niskopodłogowy,12
145828,1079,012-06,3128126,Pesa  Bydgoszcz  S.A.,128NG,2020,Pojazd niskopodłogowy,12
145830,1081,012-04,3126766,Pesa  Bydgoszcz  S.A.,128NG,2020,Pojazd niskopodłogowy,12
145746,1061,012-07,3129119,Pesa  Bydgoszcz  S.A.,128NG,2020,Pojazd niskopodłogowy,12
145826,1077,012-05,3129773,Pesa  Bydgoszcz  S.A.,128NG,2020,Pojazd niskopodłogowy,12
145833,1084,012-01,3128048,Pesa  Bydgoszcz  S.A.,128NG,2020,Pojazd niskopodłogowy,12
145828,1079,012-06,3130472,Pesa  Bydgoszcz  S.A.,128NG,2020,Pojazd niskopodłogowy,12
145823,1074,012-03,3128111,Pesa  Bydgoszcz  S.A.,128NG,2020,Pojazd niskopodłogowy,12
145746,1061,012-07,3130742,Pesa  Bydgoszcz  S.A.,128NG,2020,Pojazd niskopodłogowy,12
145830,1081,012-04,3126767,Pesa  Bydgoszcz  S.A.,128NG,2020,Pojazd niskopodłogowy,12
145833,1084,012-01,3128049,Pesa  Bydgoszcz  S.A.,128NG,2020,Pojazd niskopodłogowy,12
145826,1077,012-05,3129774,Pesa  Bydgoszcz  S.A.,128NG,2020,Pojazd niskopodłogowy,12
145828,1079,012-06,3130473,Pesa  Bydgoszcz  S.A.,128NG,2020,Pojazd niskopodłogowy,12
145823,1074,012-03,3131714,Pesa  Bydgoszcz  S.A.,128NG,2020,Pojazd niskopodłogowy,12
145746,1061,012-07,3130743,Pesa  Bydgoszcz  S.A.,128NG,2020,Pojazd niskopodłogowy,12
145830,1081,012-04,3126768,Pesa  Bydgoszcz  S.A.,128NG,2020,Pojazd niskopodłogowy,12
145826,1077,012-05,3129775,Pesa  Bydgoszcz  S.A.,128NG,2020,Pojazd niskopodłogowy,12
145829,1080,012-08,3118654,Pesa  Bydgoszcz  S.A.,128NG,2020,Pojazd niskopodłogowy,12
145833,1084,012-01,3128050,Pesa  Bydgoszcz  S.A.,128NG,2020,Pojazd niskopodłogowy,12
145828,1079,012-06,3130474,Pesa  Bydgoszcz  S.A.,128NG,2020,Pojazd niskopodłogowy,12
145746,1061,012-07,3130744,Pesa  Bydgoszcz  S.A.,128NG,2020,Pojazd niskopodłogowy,12
145823,1074,012-03,3132502,Pesa  Bydgoszcz  S.A.,128NG,2020,Pojazd niskopodłogowy,12
145757,1067,012-02,3126629,Pesa  Bydgoszcz  S.A.,128NG,2020,Pojazd niskopodłogowy,12
145829,1080,012-08,3132780,Pesa  Bydgoszcz  S.A.,128NG,2020,Pojazd niskopodłogowy,12
145830,1081,012-04,3126769,Pesa  Bydgoszcz  S.A.,128NG,2020,Pojazd niskopodłogowy,12
145833,1084,012-01,3128051,Pesa  Bydgoszcz  S.A.,128NG,2020,Pojazd niskopodłogowy,12
145826,1077,012-05,3129776,Pesa  Bydgoszcz  S.A.,128NG,2020,Pojazd niskopodłogowy,12
145757,1067,012-02,3126630,Pesa  Bydgoszcz  S.A.,128NG,2020,Pojazd niskopodłogowy,12
145828,1079,012-06,3130475,Pesa  Bydgoszcz  S.A.,128NG,2020,Pojazd niskopodłogowy,12
145823,1074,012-03,3132503,Pesa  Bydgoszcz  S.A.,128NG,2020,Pojazd niskopodłogowy,12
145746,1061,012-07,3130745,Pesa  Bydgoszcz  S.A.,128NG,2020,Pojazd niskopodłogowy,12
145830,1081,012-04,3126770,Pesa  Bydgoszcz  S.A.,128NG,2020,Pojazd niskopodłogowy,12
145829,1080,012-08,3133628,Pesa  Bydgoszcz  S.A.,128NG,2020,Pojazd niskopodłogowy,12
145826,1077,012-05,3129777,Pesa  Bydgoszcz  S.A.,128NG,2020,Pojazd niskopodłogowy,12
145833,1084,012-01,3128052,Pesa  Bydgoszcz  S.A.,128NG,2020,Pojazd niskopodłogowy,12
145828,1079,012-06,3130476,Pesa  Bydgoszcz  S.A.,128NG,2020,Pojazd niskopodłogowy,12
145757,1067,012-02,3133471,Pesa  Bydgoszcz  S.A.,128NG,2020,Pojazd niskopodłogowy,12
145746,1061,012-07,3130746,Pesa  Bydgoszcz  S.A.,128NG,2020,Pojazd niskopodłogowy,12
145823,1074,012-03,3132504,Pesa  Bydgoszcz  S.A.,128NG,2020,Pojazd niskopodłogowy,12
145829,1080,012-08,3133629,Pesa  Bydgoszcz  S.A.,128NG,2020,Pojazd niskopodłogowy,12
145830,1081,012-04,3126771,Pesa  Bydgoszcz  S.A.,128NG,2020,Pojazd niskopodłogowy,12
145833,1084,012-01,3128053,Pesa  Bydgoszcz  S.A.,128NG,2020,Pojazd niskopodłogowy,12
145826,1077,012-05,3129778,Pesa  Bydgoszcz  S.A.,128NG,2020,Pojazd niskopodłogowy,12
145757,1067,012-02,3133472,Pesa  Bydgoszcz  S.A.,128NG,2020,Pojazd niskopodłogowy,12
145828,1079,012-06,3130477,Pesa  Bydgoszcz  S.A.,128NG,2020,Pojazd niskopodłogowy,12
145823,1074,012-03,3132505,Pesa  Bydgoszcz  S.A.,128NG,2020,Pojazd niskopodłogowy,12
145746,1061,012-07,3130747,Pesa  Bydgoszcz  S.A.,128NG,2020,Pojazd niskopodłogowy,12
145830,1081,012-04,3126772,Pesa  Bydgoszcz  S.A.,128NG,2020,Pojazd niskopodłogowy,12
145829,1080,012-08,3133630,Pesa  Bydgoszcz  S.A.,128NG,2020,Pojazd niskopodłogowy,12
145826,1077,012-05,3129779,Pesa  Bydgoszcz  S.A.,128NG,2020,Pojazd niskopodłogowy,12
145833,1084,012-01,3128054,Pesa  Bydgoszcz  S.A.,128NG,2020,Pojazd niskopodłogowy,12
145828,1079,012-06,3130478,Pesa  Bydgoszcz  S.A.,128NG,2020,Pojazd niskopodłogowy,12
145757,1067,012-02,3133473,Pesa  Bydgoszcz  S.A.,128NG,2020,Pojazd niskopodłogowy,12
145746,1061,012-07,3130748,Pesa  Bydgoszcz  S.A.,128NG,2020,Pojazd niskopodłogowy,12
145823,1074,012-03,3132506,Pesa  Bydgoszcz  S.A.,128NG,2020,Pojazd niskopodłogowy,12
145829,1080,012-08,3133631,Pesa  Bydgoszcz  S.A.,128NG,2020,Pojazd niskopodłogowy,12
145830,1081,012-04,3126773,Pesa  Bydgoszcz  S.A.,128NG,2020,Pojazd niskopodłogowy,12
145833,1084,012-01,3128055,Pesa  Bydgoszcz  S.A.,128NG,2020,Pojazd niskopodłogowy,12
145826,1077,012-05,3129780,Pesa  Bydgoszcz  S.A.,128NG,2020,Pojazd niskopodłogowy,12
145757,1067,012-02,3133474,Pesa  Bydgoszcz  S.A.,128NG,2020,Pojazd niskopodłogowy,12
145828,1079,012-06,3130479,Pesa  Bydgoszcz  S.A.,128NG,2020,Pojazd niskopodłogowy,12
145823,1074,012-03,3132507,Pesa  Bydgoszcz  S.A.,128NG,2020,Pojazd niskopodłogowy,12
145746,1061,012-07,3130749,Pesa  Bydgoszcz  S.A.,128NG,2020,Pojazd niskopodłogowy,12
145830,1081,012-04,3126774,Pesa  Bydgoszcz  S.A.,128NG,2020,Pojazd niskopodłogowy,12
145829,1080,012-08,3133632,Pesa  Bydgoszcz  S.A.,128NG,2020,Pojazd niskopodłogowy,12
145826,1077,012-05,3129781,Pesa  Bydgoszcz  S.A.,128NG,2020,Pojazd niskopodłogowy,12
145833,1084,012-01,3128056,Pesa  Bydgoszcz  S.A.,128NG,2020,Pojazd niskopodłogowy,12
145828,1079,012-06,3130480,Pesa  Bydgoszcz  S.A.,128NG,2020,Pojazd niskopodłogowy,12
145757,1067,012-02,3133475,Pesa  Bydgoszcz  S.A.,128NG,2020,Pojazd niskopodłogowy,12
145746,1061,012-07,3130750,Pesa  Bydgoszcz  S.A.,128NG,2020,Pojazd niskopodłogowy,12
145823,1074,012-03,3132508,Pesa  Bydgoszcz  S.A.,128NG,2020,Pojazd niskopodłogowy,12
145829,1080,012-08,3133633,Pesa  Bydgoszcz  S.A.,128NG,2020,Pojazd niskopodłogowy,12
145830,1081,012-04,3126775,Pesa  Bydgoszcz  S.A.,128NG,2020,Pojazd niskopodłogowy,12
145833,1084,012-01,3128057,Pesa  Bydgoszcz  S.A.,128NG,2020,Pojazd niskopodłogowy,12
145826,1077,012-05,3129782,Pesa  Bydgoszcz  S.A.,128NG,2020,Pojazd niskopodłogowy,12
145757,1067,012-02,3133476,Pesa  Bydgoszcz  S.A.,128NG,2020,Pojazd niskopodłogowy,12
145746,1061,012-07,3130751,Pesa  Bydgoszcz  S.A.,128NG,2020,Pojazd niskopodłogowy,12
145823,1074,012-03,3132509,Pesa  Bydgoszcz  S.A.,128NG,2020,Pojazd niskopodłogowy,12
145829,1080,012-08,3133634,Pesa  Bydgoszcz  S.A.,128NG,2020,Pojazd niskopodłogowy,12
145826,1077,012-05,3129783,Pesa  Bydgoszcz  S.A.,128NG,2020,Pojazd niskopodłogowy,12
145757,1067,012-02,3133477,Pesa  Bydgoszcz  S.A.,128NG,2020,Pojazd niskopodłogowy,12
145823,1074,012-03,3132510,Pesa  Bydgoszcz  S.A.,128NG,2020,Pojazd niskopodłogowy,12
145829,1080,012-01,3136759,Pesa  Bydgoszcz  S.A.,128NG,2020,Pojazd niskopodłogowy,12
145754,1064,012-08,3136801,Pesa  Bydgoszcz  S.A.,128NG,2020,Pojazd niskopodłogowy,12
145760,1070,012-03,3136773,Pesa  Bydgoszcz  S.A.,128NG,2020,Pojazd niskopodłogowy,12
145759,1069,012-10,3136831,Pesa  Bydgoszcz  S.A.,128NG,2020,Pojazd niskopodłogowy,12
145757,1067,012-05,3136787,Pesa  Bydgoszcz  S.A.,128NG,2020,Pojazd niskopodłogowy,12
145826,1077,012-12,3136861,Pesa  Bydgoszcz  S.A.,128NG,2020,Pojazd niskopodłogowy,12
321,1112,012-07,3136815,Waggonfabrik  Uerdingen  A.G.,N8C-AC1,1979,Pojazd częściowo niskopodłogowy,10
145754,1064,012-08,3151563,Pesa  Bydgoszcz  S.A.,128NG,2020,Pojazd niskopodłogowy,12
502,1152,012-14,3136889,Waggonfabrik  Uerdingen  A.G.,N8C-AC1,1983,Pojazd częściowo niskopodłogowy,10
145829,1080,012-01,3150043,Pesa  Bydgoszcz  S.A.,128NG,2020,Pojazd niskopodłogowy,12
145824,1075,012-09,3136845,Pesa  Bydgoszcz  S.A.,128NG,2020,Pojazd niskopodłogowy,12
145759,1069,012-10,3152603,Pesa  Bydgoszcz  S.A.,128NG,2020,Pojazd niskopodłogowy,12
145760,1070,012-03,3150260,Pesa  Bydgoszcz  S.A.,128NG,2020,Pojazd niskopodłogowy,12
145752,1062,012-11,3136874,Pesa  Bydgoszcz  S.A.,128NG,2020,Pojazd niskopodłogowy,12
145826,1077,012-12,3154845,Pesa  Bydgoszcz  S.A.,128NG,2020,Pojazd niskopodłogowy,12
145757,1067,012-05,3151276,Pesa  Bydgoszcz  S.A.,128NG,2020,Pojazd niskopodłogowy,12
145753,1063,012-13,3136902,Pesa  Bydgoszcz  S.A.,128NG,2020,Pojazd niskopodłogowy,12
321,1112,012-07,3152081,Waggonfabrik  Uerdingen  A.G.,N8C-AC1,1979,Pojazd częściowo niskopodłogowy,10
502,1152,012-14,3156544,Waggonfabrik  Uerdingen  A.G.,N8C-AC1,1983,Pojazd częściowo niskopodłogowy,10
145754,1064,012-08,3151564,Pesa  Bydgoszcz  S.A.,128NG,2020,Pojazd niskopodłogowy,12
